CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
MOTOR VEHICLE THEFT,12/19/2017 05:50:00 PM,17-066011,VEHICLE THEFT - AUTO,12Y,5600 KEITH AV,Oakland,CA,"5600 KEITH AV
Oakland, CA
(37.844021, -122.251719)"
THEFT/LARCENY,10/15/2017 05:30:00 PM,17-916258,BURGLARY-AUTO,22Y,9500 SKYLINE BOULEVARD,Oakland,CA,"9500 SKYLINE BOULEVARD
Oakland, CA
(37.818892, -122.186742)"
MOTOR VEHICLE THEFT,12/16/2017 05:00:00 PM,17-065965,VEHICLE THEFT - AUTO,15X,400 MERRITT AV,Oakland,CA,"400 MERRITT AV
Oakland, CA
(37.804913, -122.24962)"
ASSAULT,11/24/2017 05:00:00 AM,17-061303,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21Y,2800 NICOL AV,Oakland,CA,"2800 NICOL AV
Oakland, CA
(37.794019, -122.216981)"
MOTOR VEHICLE THEFT,12/06/2017 06:49:00 AM,17-063627,VEHICLE THEFT - AUTO,01X,100 5TH ST,Oakland,CA,"100 5TH ST
Oakland, CA
(37.794896, -122.266744)"
ASSAULT,01/01/2018 06:00:00 AM,18-000054,BATTERY,27Y,5300 INTERNATIONAL BLVD,Oakland,CA,"5300 INTERNATIONAL BLVD
Oakland, CA
(37.767977, -122.205642)"
VANDALISM,01/01/2018 12:00:00 AM,17-066265,"VANDALISM [UNDER $1,000] (AMENDED)",26Y,1200 80TH AV,Oakland,CA,"1200 80TH AV
Oakland, CA
(37.754673, -122.184824)"
MOTOR VEHICLE THEFT,12/04/2017 08:00:00 PM,17-063622,VEHICLE THEFT - AUTO,10X,6100 BAKER ST,Oakland,CA,"6100 BAKER ST
Oakland, CA
(37.84454, -122.278934)"
ASSAULT,11/09/2017 08:04:00 PM,17-058888,EXHIBIT FIREARM,02X,700 UNION ST,Oakland,CA,"700 UNION ST
Oakland, CA
(37.803658, -122.290691)"
ASSAULT,11/23/2017 11:10:00 PM,17-061266,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,1200 28TH ST,Oakland,CA,"1200 28TH ST
Oakland, CA
(37.820538, -122.283335)"
DISTURBING THE PEACE,12/12/2017 05:00:00 PM,17-064989,DISTURB THE PEACE,30X,2500 HAVENSCOURT BLVD,Oakland,CA,"2500 HAVENSCOURT BLVD
Oakland, CA
(37.766856, -122.185701)"
THEFT/LARCENY,10/29/2017 08:00:00 AM,17-056758,THEFT,21Y,2900 FRUITVALE AV,Oakland,CA,"2900 FRUITVALE AV
Oakland, CA
(37.793042, -122.21905)"
ASSAULT,12/18/2017 02:30:00 PM,17-065725,BATTERY,04X,1400 CLAY ST,Oakland,CA,"1400 CLAY ST
Oakland, CA
(37.805597, -122.273393)"
THEFT/LARCENY,12/07/2017 05:20:00 PM,17-063777,BURGLARY-AUTO,08X,2600 TELEGRAPH AV,Oakland,CA,"2600 TELEGRAPH AV
Oakland, CA
(37.815778, -122.268012)"
THEFT/LARCENY,10/13/2017 09:00:00 PM,17-916234,BURGLARY-AUTO,14X,200 VERNON ST,Oakland,CA,"200 VERNON ST
Oakland, CA
(37.813509, -122.258949)"
ASSAULT,01/01/2018 03:20:00 PM,18-000101,EXHIBIT FIREARM,15X,500 MERRITT AV,Oakland,CA,"500 MERRITT AV
Oakland, CA
(37.80718, -122.248367)"
ASSAULT,01/01/2018 04:35:00 AM,18-000049,BATTERY,02X,1100 7TH ST,Oakland,CA,"1100 7TH ST
Oakland, CA
(37.803931, -122.288161)"
DISTURBING THE PEACE,10/28/2017 11:45:00 PM,17-056829,DISTURB THE PEACE,01X,200 WASHINGTON ST,Oakland,CA,"200 WASHINGTON ST
Oakland, CA
(37.796868, -122.277386)"
THEFT/LARCENY,11/29/2017 02:00:00 PM,17-918864,THEFT,03Y,1200 CLAY ST,Oakland,CA,"1200 CLAY ST
Oakland, CA
(37.804497, -122.27411)"
MOTOR VEHICLE THEFT,12/19/2017 07:01:00 AM,17-065832,VEHICLE THEFT - AUTO,22Y,3200 MACARTHUR BLVD,Oakland,CA,"3200 MACARTHUR BLVD
Oakland, CA
(37.795968, -122.203065)"
SEX CRIMES,12/05/2017 04:25:00 PM,17-063397,DISORDERLY CONDUCT:PROSTITUTION,07X,3600 MANDELA PKWY,Oakland,CA,"3600 MANDELA PKWY
Oakland, CA
(37.827326, -122.289221)"
BURGLARY,12/19/2017 08:26:00 AM,17-065851,BURGLARY-FORCIBLE ENTRY,30X,1400 81ST AV,Oakland,CA,"1400 81ST AV
Oakland, CA
(37.756141, -122.180557)"
DISTURBING THE PEACE,12/17/2017 11:00:00 PM,17-065925,DISTURB THE PEACE,34X,2000 87TH AV,Oakland,CA,"2000 87TH AV
Oakland, CA
(37.754834, -122.169087)"
ASSAULT,01/01/2018 02:00:00 PM,18-000156,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,32X,1200 102ND AV,Oakland,CA,"1200 102ND AV
Oakland, CA
(37.739334, -122.172245)"
THEFT/LARCENY,12/01/2017 01:20:00 PM,17-062641,THEFT,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
THEFT/LARCENY,12/30/2017 12:00:00 AM,17-067751,THEFT,30X,7000 FRESNO ST,Oakland,CA,"7000 FRESNO ST
Oakland, CA
(37.765589, -122.180738)"
THEFT/LARCENY,11/30/2017 05:38:00 PM,17-918861,BURGLARY-AUTO,15X,300 E 18TH ST,Oakland,CA,"300 E 18TH ST
Oakland, CA
(37.799467, -122.251425)"
THEFT/LARCENY,12/18/2017 12:00:00 PM,17-065814,THEFT,24X,2100 SANTA RITA ST,Oakland,CA,"2100 SANTA RITA ST
Oakland, CA
(37.783321, -122.213919)"
DRUGS/ALCOHOL VIOLATIONS,11/22/2017 01:48:00 PM,17-061041,POSSESS NARCOTIC CONTROLLED SUBSTANCE,17X,900 FOOTHILL BLVD,Oakland,CA,"900 FOOTHILL BLVD
Oakland, CA
(37.793979, -122.248501)"
BURGLARY,12/05/2017 07:09:00 PM,17-063427,BURGLARY-FORCIBLE ENTRY,07X,1400 POWELL,Oakland,CA,"1400 POWELL
Oakland, CA
(37.839475, -122.289631)"
DISTURBING THE PEACE,12/29/2017 11:50:00 AM,17-067604,DISTURB THE PEACE,26Y,900 69TH AV,Oakland,CA,"900 69TH AV
Oakland, CA
(37.756835, -122.196292)"
ROBBERY,11/24/2017 11:25:00 PM,17-061270,ROBBERY-FIREARM,25X,4700 MACARTHUR BLVD,Oakland,CA,"4700 MACARTHUR BLVD
Oakland, CA
(37.785228, -122.190352)"
THEFT/LARCENY,11/27/2017 11:30:00 PM,17-062211,BURGLARY-AUTO,35Y,00 ELYSIAN FIELDS DR,Oakland,CA,"00 ELYSIAN FIELDS DR
Oakland, CA
"
THEFT/LARCENY,12/09/2017 07:00:00 PM,17-919555,BURGLARY-AUTO,,00 PAXTON AVE,Oakland,CA,"00 PAXTON AVE
Oakland, CA
"
VANDALISM,12/10/2017 10:00:00 AM,17-919594,VANDALISM,,00,Oakland,CA,"00
Oakland, CA
"
THEFT/LARCENY,12/20/2017 05:40:00 PM,18-900084,BURGLARY-AUTO,,1500 E FRANKLIN STREET ST,Oakland,CA,"1500 E FRANKLIN STREET ST
Oakland, CA
"
THEFT/LARCENY,11/29/2017 06:30:00 PM,17-918822,BURGLARY-AUTO,,25TH ST./ BROADWAY,Oakland,CA,"25TH ST./ BROADWAY
Oakland, CA
"
MOTOR VEHICLE THEFT,11/29/2017 03:00:00 PM,17-063327,VEHICLE THEFT - AUTO,15X,300 FOOTHILL BLVD,Oakland,CA,"300 FOOTHILL BLVD
Oakland, CA
(37.798539, -122.25365)"
ASSAULT,12/20/2017 03:00:00 PM,17-066113,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,30X,1400 74TH AV,Oakland,CA,"1400 74TH AV
Oakland, CA
(37.758826, -122.186156)"
DISTURBING THE PEACE,12/15/2017 08:00:00 PM,17-065192,DISTURB THE PEACE,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
THEFT/LARCENY,11/28/2017 02:00:00 AM,17-918793,GRAND THEFT,12Y,5300 BRYANT AVE,Oakland,CA,"5300 BRYANT AVE
Oakland, CA
(37.838138, -122.251296)"
BURGLARY,11/28/2017 07:30:00 PM,17-918802,BURGLARY-FORCIBLE ENTRY,09X,200 MATHER ST,Oakland,CA,"200 MATHER ST
Oakland, CA
(37.831424, -122.249081)"
DRUGS/ALCOHOL VIOLATIONS,01/02/2018 04:50:00 PM,18-000307,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,08X,600 23RD ST,Oakland,CA,"600 23RD ST
Oakland, CA
(37.813099, -122.271611)"
THEFT/LARCENY,11/30/2017 08:30:00 PM,17-918849,BURGLARY-AUTO,01X,200 4TH ST,Oakland,CA,"200 4TH ST
Oakland, CA
(37.7951, -122.269561)"
THEFT/LARCENY,12/21/2017 01:30:00 PM,18-900065,BURGLARY-AUTO,,WASHINGTON ST,Oakland,CA,"WASHINGTON ST
Oakland, CA
"
ROBBERY,12/06/2017 09:30:00 AM,17-063694,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",11X,500 59TH ST,Oakland,CA,"500 59TH ST
Oakland, CA
(37.84503, -122.261711)"
ROBBERY,01/01/2018 03:40:00 AM,18-000060,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14X,300 MACARTHUR BLVD,Oakland,CA,"300 MACARTHUR BLVD
Oakland, CA
(37.817514, -122.25297)"
MOTOR VEHICLE THEFT,10/29/2017 09:30:00 AM,17-056834,VEHICLE THEFT - AUTO,07X,1000 34TH ST,Oakland,CA,"1000 34TH ST
Oakland, CA
"
MOTOR VEHICLE THEFT,01/02/2018 08:28:00 PM,18-000333,VEHICLE THEFT - AUTO,07X,3200 MAGNOLIA ST.,Oakland,CA,"3200 MAGNOLIA ST.
Oakland, CA
(37.824292, -122.281967)"
THEFT/LARCENY,11/29/2017 06:00:00 PM,17-918841,BURGLARY-AUTO,12X,500 49TH ST,Oakland,CA,"500 49TH ST
Oakland, CA
(37.835756, -122.262788)"
THEFT/LARCENY,11/16/2017 07:50:00 PM,17-060182,BURGLARY-AUTO,17X,1800 8TH AV,Oakland,CA,"1800 8TH AV
Oakland, CA
(37.796168, -122.24765)"
THEFT/LARCENY,12/30/2017 08:00:00 AM,17-067860,THEFT,25X,3900 MACARTHUR BLVD,Oakland,CA,"3900 MACARTHUR BLVD
Oakland, CA
(37.790982, -122.19812)"
ASSAULT,01/01/2018 09:00:00 AM,18-000066,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,28X,2600 KINGSLAND AV,Oakland,CA,"2600 KINGSLAND AV
Oakland, CA
(37.775552, -122.196523)"
BURGLARY,11/10/2017 11:57:00 PM,17-059097,BURGLARY-FORCIBLE ENTRY,26X,500 INDEPENDENT RD,Oakland,CA,"500 INDEPENDENT RD
Oakland, CA
(37.755121, -122.208237)"
ASSAULT,10/28/2017 01:00:00 AM,17-060147,ASSAULT WITH FIREARM ON PERSON,77X,41ST AV,Oakland,CA,"41ST AV
Oakland, CA
"
THEFT/LARCENY,12/21/2017 08:00:00 PM,18-900024,BURGLARY-AUTO,03X,300 12TH ST,Oakland,CA,"300 12TH ST
Oakland, CA
(37.796574, -122.256491)"
THEFT/LARCENY,12/12/2017 02:55:00 AM,17-919645,GRAND THEFT,04X,1800 JEFFERSON ST,Oakland,CA,"1800 JEFFERSON ST
Oakland, CA
(37.808197, -122.273246)"
VANDALISM,11/24/2017 10:30:00 AM,17-061332,VANDALISM (AMENDED),33X,1100 ELMHURST AV,Oakland,CA,"1100 ELMHURST AV
Oakland, CA
(37.743625, -122.176935)"
MOTOR VEHICLE THEFT,11/02/2017 08:40:00 PM,17-057780,VEHICLE THEFT - AUTO,12Y,5800 TELEGRAPH AV,Oakland,CA,"5800 TELEGRAPH AV
Oakland, CA
(37.844285, -122.261329)"
THEFT/LARCENY,12/21/2017 10:24:00 PM,18-900025,BURGLARY-AUTO,,1600 BROADWAY TERRACE,Oakland,CA,"1600 BROADWAY TERRACE
Oakland, CA
"
ROBBERY,12/19/2017 07:50:00 PM,17-065976,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",29X,6100 MONADNOCK WY,Oakland,CA,"6100 MONADNOCK WY
Oakland, CA
(37.776054, -122.181694)"
ROBBERY,12/05/2017 09:20:00 AM,17-063301,CARJACKING - STRONGARM,17Y,1300 E 33RD ST,Oakland,CA,"1300 E 33RD ST
Oakland, CA
(37.801109, -122.233036)"
MOTOR VEHICLE THEFT,01/01/2018 08:34:00 AM,18-000062,VEHICLE THEFT - AUTO,07X,1600 26TH ST,Oakland,CA,"1600 26TH ST
Oakland, CA
(37.821526, -122.290872)"
ASSAULT,10/29/2017 12:48:00 AM,17-056717,BATTERY,23X,3300 ELMWOOD AV,Oakland,CA,"3300 ELMWOOD AV
Oakland, CA
(37.772203, -122.22736)"
DRUGS/ALCOHOL VIOLATIONS,11/24/2017 05:18:00 AM,17-061302,POSSESS NARCOTIC CONTROLLED SUBSTANCE,04X,2100 MARTIN LUTHER KING JR W,Oakland,CA,"2100 MARTIN LUTHER KING JR W
Oakland, CA
"
ASSAULT,01/01/2018 09:55:00 PM,18-000136,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,15X,300 E 18TH ST,Oakland,CA,"300 E 18TH ST
Oakland, CA
(37.799467, -122.251425)"
MOTOR VEHICLE THEFT,11/21/2017 11:00:00 PM,17-063342,VEHICLE THEFT - AUTO,02Y,1300 WOOD ST,Oakland,CA,"1300 WOOD ST
Oakland, CA
(37.812638, -122.298318)"
THEFT/LARCENY,10/16/2017 09:20:00 PM,17-054403,BURGLARY-AUTO,03X,900 WEBSTER ST,Oakland,CA,"900 WEBSTER ST
Oakland, CA
(37.799945, -122.270933)"
THEFT/LARCENY,11/29/2017 06:50:00 PM,17-918797,BURGLARY-AUTO,,WALKER AVE/ WICKSON AVE AVE,Oakland,CA,"WALKER AVE/ WICKSON AVE AVE
Oakland, CA
"
VANDALISM,12/11/2017 12:00:00 AM,17-919681,VANDALISM,25X,4200 DUNSMUIR AVE,Oakland,CA,"4200 DUNSMUIR AVE
Oakland, CA
(37.79547, -122.189689)"
VANDALISM,11/29/2017 03:00:00 AM,17-918806,VANDALISM,09X,3700 HARRISON ST,Oakland,CA,"3700 HARRISON ST
Oakland, CA
(37.82101, -122.252391)"
BURGLARY,12/20/2017 02:00:00 PM,17-066178,BURGLARY-FORCIBLE ENTRY,32Y,2100 107TH AV,Oakland,CA,"2100 107TH AV
Oakland, CA
(37.740318, -122.15847)"
MOTOR VEHICLE THEFT,01/01/2018 02:00:00 AM,18-000071,VEHICLE THEFT - AUTO,19X,800 7TH AV,Oakland,CA,"800 7TH AV
Oakland, CA
(37.791922, -122.255507)"
THEFT/LARCENY,12/08/2017 05:15:00 PM,17-919659,GRAND THEFT,35Y,4500 HEAFEY ROAD,Oakland,CA,"4500 HEAFEY ROAD
Oakland, CA
(37.765977, -122.136917)"
THEFT/LARCENY,12/17/2017 10:30:00 PM,18-900008,BURGLARY-AUTO,31Y,8300 EDES AVE,Oakland,CA,"8300 EDES AVE
Oakland, CA
(37.744722, -122.195953)"
THEFT/LARCENY,10/30/2017 11:10:00 AM,17-056945,GRAND THEFT FROM PERSON,09X,00 MONTELL ST,Oakland,CA,"00 MONTELL ST
Oakland, CA
"
FRAUD,12/02/2017 06:20:00 PM,17-919688,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,16Y,4400 PARK BOULEVARD,Oakland,CA,"4400 PARK BOULEVARD
Oakland, CA
(37.808325, -122.219979)"
BURGLARY,12/13/2017 12:00:00 AM,17-066122,SC BURGLARY - NO FORCE,04X,2100 SAN PABLO AV,Oakland,CA,"2100 SAN PABLO AV
Oakland, CA
(37.810893, -122.273317)"
THEFT/LARCENY,12/10/2017 05:15:00 PM,17-919662,BURGLARY-AUTO,35Y,4500 HEAFEY ROAD,Oakland,CA,"4500 HEAFEY ROAD
Oakland, CA
(37.765977, -122.136917)"
DRUGS/ALCOHOL VIOLATIONS,01/02/2018 07:33:00 AM,18-000170,USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,17Y,3300 PARK BLVD,Oakland,CA,"3300 PARK BLVD
Oakland, CA
(37.803304, -122.235283)"
BURGLARY,12/19/2017 03:30:00 PM,17-919695,BURGLARY-FORCIBLE ENTRY,13Y,100 CALDECOTT LANE,Oakland,CA,"100 CALDECOTT LANE
Oakland, CA
(37.852833, -122.222967)"
THEFT/LARCENY,10/13/2017 05:20:00 PM,17-916246,THEFT,,400 THOMAS L. BERKLEY WAY,Oakland,CA,"400 THOMAS L. BERKLEY WAY
Oakland, CA
(37.808673, -122.267259)"
THEFT/LARCENY,10/14/2017 11:30:00 AM,17-916231,BURGLARY-AUTO,03X,900BLK WEBSTER ST,Oakland,CA,"900BLK WEBSTER ST
Oakland, CA
(37.799945, -122.270933)"
ASSAULT,12/21/2017 09:58:00 AM,17-066304,BATTERY W/SERIOUS BODILY INJURY,30X,7400 WELD ST,Oakland,CA,"7400 WELD ST
Oakland, CA
(37.761729, -122.181013)"
BURGLARY,12/18/2017 02:25:00 PM,17-066010,BURGLARY-NO FORCE,31Y,700 S ELMHURST AV,Oakland,CA,"700 S ELMHURST AV
Oakland, CA
(37.738817, -122.184753)"
MOTOR VEHICLE THEFT,12/20/2017 06:00:00 PM,17-066278,VEHICLE THEFT - AUTO,33X,9200 B ST,Oakland,CA,"9200 B ST
Oakland, CA
(37.746931, -122.177003)"
ASSAULT,12/19/2017 08:03:00 PM,13-017923,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,2000 CHURCH ST,Oakland,CA,"2000 CHURCH ST
Oakland, CA
(37.764303, -122.185515)"
THEFT/LARCENY,11/17/2017 04:20:00 AM,17-918825,GRAND THEFT,12Y,300 HUDSON ST,Oakland,CA,"300 HUDSON ST
Oakland, CA
(37.840069, -122.251326)"
DRUGS/ALCOHOL VIOLATIONS,11/11/2017 01:38:00 AM,17-059098,POSSESS/PURCHASE COCAINE BASE FOR SALE,06X,600 SYCAMORE ST,Oakland,CA,"600 SYCAMORE ST
Oakland, CA
(37.815423, -122.270452)"
THEFT/LARCENY,12/21/2017 07:30:00 PM,18-900038,BURGLARY-AUTO,,00,Oakland,CA,"00
Oakland, CA
"
VANDALISM,11/30/2017 12:20:00 AM,17-918860,VANDALISM,03Y,1000 CASTRO ST,Oakland,CA,"1000 CASTRO ST
Oakland, CA
(37.804358, -122.278571)"
VANDALISM,11/11/2017 12:45:00 AM,17-059101,VANDALISM (AMENDED),27X,1600 SEMINARY AVE.,Oakland,CA,"1600 SEMINARY AVE.
Oakland, CA
(37.766201, -122.197969)"
ASSAULT,11/22/2017 02:25:00 PM,17-061046,SC BATTERY,30Y,7700 MACARTHUR BLVD,Oakland,CA,"7700 MACARTHUR BLVD
Oakland, CA
(37.766757, -122.168607)"
VANDALISM,12/07/2017 05:00:00 AM,17-063672,VANDALISM,28X,3100 MONTICELLO AV,Oakland,CA,"3100 MONTICELLO AV
Oakland, CA
(37.781655, -122.194867)"
THEFT/LARCENY,12/22/2017 12:00:00 AM,18-900059,BURGLARY-AUTO,32Y,2700 99TH AVE,Oakland,CA,"2700 99TH AVE
Oakland, CA
(37.748519, -122.152918)"
VANDALISM,11/13/2017 06:15:00 PM,17-918810,VANDALISM,04X,2000 TELEGRAPH AVE,Oakland,CA,"2000 TELEGRAPH AVE
Oakland, CA
(37.809691, -122.269532)"
THEFT/LARCENY,12/22/2017 12:00:00 AM,18-900058,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813468, -122.26486)"
ROBBERY,12/19/2017 08:00:00 AM,17-065846,ROBBERY-KNIFE OR CUTTING INSTRUMENT,31X,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.744964, -122.195947)"
VANDALISM,12/12/2017 07:45:00 PM,17-919633,VANDALISM,,343/45500 CASWELL/FREMONT BLVD,Oakland,CA,"343/45500 CASWELL/FREMONT BLVD
Oakland, CA
"
THEFT/LARCENY,11/22/2017 07:00:00 AM,17-061280,THEFT,12X,400 43RD ST,Oakland,CA,"400 43RD ST
Oakland, CA
(37.831956, -122.258863)"
ASSAULT,11/23/2017 10:00:00 PM,17-061260,THREAT CRIME:INT:TERRORIZE,20X,3000 E 16TH ST,Oakland,CA,"3000 E 16TH ST
Oakland, CA
(37.780082, -122.225596)"
BURGLARY,11/29/2017 09:30:00 PM,17-918800,BURGLARY-FORCIBLE ENTRY,32X,1100 101ST AVE,Oakland,CA,"1100 101ST AVE
Oakland, CA
(37.739587, -122.173453)"
MOTOR VEHICLE THEFT,12/07/2017 12:22:00 PM,17-063707,VEHICLE THEFT - AUTO,27X,5300 BANCROFT AV,Oakland,CA,"5300 BANCROFT AV
Oakland, CA
(37.771774, -122.202882)"
MOTOR VEHICLE THEFT,01/02/2018 02:15:00 PM,18-000260,VEHICLE THEFT - AUTO,21X,2700 25TH AV,Oakland,CA,"2700 25TH AV
Oakland, CA
(37.792521, -122.223881)"
ASSAULT,12/06/2017 10:15:00 PM,17-063626,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,1300 8TH ST,Oakland,CA,"1300 8TH ST
Oakland, CA
(37.805869, -122.292356)"
FRAUD,11/25/2017 10:30:00 AM,17-919653,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,14Y,600 VERNON ST,Oakland,CA,"600 VERNON ST
Oakland, CA
(37.818886, -122.24957)"
DISTURBING THE PEACE,12/10/2017 07:13:00 PM,17-919700,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,35X,8700 HILLSIDE ST,Oakland,CA,"8700 HILLSIDE ST
Oakland, CA
(37.757239, -122.163984)"
THEFT/LARCENY,12/12/2017 01:45:00 PM,17-919636,THEFT,02Y,1600 11TH ST,Oakland,CA,"1600 11TH ST
Oakland, CA
(37.809194, -122.295674)"
THEFT/LARCENY,12/12/2017 04:15:00 PM,17-919639,BURGLARY-AUTO,09X,5100 BROADWAY,Oakland,CA,"5100 BROADWAY
Oakland, CA
(37.835394, -122.251678)"
THEFT/LARCENY,12/11/2017 03:15:00 PM,17-919698,THEFT,,1200 79TH AVE AVE,Oakland,CA,"1200 79TH AVE AVE
Oakland, CA
(37.755133, -122.185827)"
DISTURBING THE PEACE,12/21/2017 01:00:00 PM,17-066375,DISRUPT SCHOOL ACTIVITIES (AMENDED),29X,3900 BURCKHALTER AV,Oakland,CA,"3900 BURCKHALTER AV
Oakland, CA
(37.774366, -122.16875)"
THEFT/LARCENY,11/28/2017 07:30:00 PM,17-918854,BURGLARY-AUTO,11X,6100 TELEGRAPH AVE,Oakland,CA,"6100 TELEGRAPH AVE
Oakland, CA
(37.847379, -122.260904)"
THEFT/LARCENY,12/21/2017 03:00:00 PM,18-900007,THEFT,07X,2600 SAN PABLO AVE,Oakland,CA,"2600 SAN PABLO AVE
Oakland, CA
(37.817194, -122.27535)"
ASSAULT,01/01/2018 03:00:00 PM,18-000105,BATTERY,77X,8TH ST,Oakland,CA,"8TH ST
Oakland, CA
"
ASSAULT,12/06/2017 03:00:00 AM,17-063519,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,5700 AVENAL AV,Oakland,CA,"5700 AVENAL AV
Oakland, CA
(37.772075, -122.193092)"
THEFT/LARCENY,11/29/2017 09:45:00 PM,17-918815,BURGLARY-AUTO,,17TH TELEGRAPH AVE,Oakland,CA,"17TH TELEGRAPH AVE
Oakland, CA
"
DISTURBING THE PEACE,12/12/2017 12:00:00 AM,17-064357,DISTURB THE PEACE,77X,1500 12TH APT # A,Oakland,CA,"1500 12TH APT # A
Oakland, CA
(37.809884, -122.294441)"
THEFT/LARCENY,12/19/2017 06:40:00 AM,18-900012,BURGLARY-AUTO,,3300 3318 LAKESHORE AVE,Oakland,CA,"3300 3318 LAKESHORE AVE
Oakland, CA
(37.810746, -122.244051)"
ASSAULT,12/21/2017 08:00:00 AM,17-066284,BATTERY,20X,2500 E 12TH ST,Oakland,CA,"2500 E 12TH ST
Oakland, CA
(37.781048, -122.234151)"
MOTOR VEHICLE THEFT,11/15/2017 06:30:00 PM,17-060370,VEHICLE THEFT - AUTO,32Y,2700 FRAZIER AV,Oakland,CA,"2700 FRAZIER AV
Oakland, CA
(37.745427, -122.152653)"
BURGLARY,01/02/2018 03:00:00 AM,18-000161,BURGLARY-FORCIBLE ENTRY,06X,3400 SAN PABLO AV,Oakland,CA,"3400 SAN PABLO AV
Oakland, CA
(37.825396, -122.277983)"
THEFT/LARCENY,10/25/2017 12:00:00 AM,17-057141,THEFT:PERSONAL PROPERTY,13Y,5900 SKYLINE BLVD,Oakland,CA,"5900 SKYLINE BLVD
Oakland, CA
(37.85369, -122.213451)"
THEFT/LARCENY,12/19/2017 06:45:00 PM,18-900083,BURGLARY-AUTO,,WEBSTER ST./20TH ST.,Oakland,CA,"WEBSTER ST./20TH ST.
Oakland, CA
"
ASSAULT,11/11/2017 04:41:00 AM,17-059114,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,35X,2200 85TH AV,Oakland,CA,"2200 85TH AV
Oakland, CA
(37.758035, -122.167943)"
ROBBERY,11/18/2017 11:45:00 PM,17-060439,ATTEMPTED ROBBERY-OTHER DANGEROUS WEAPON,21X,2700 25TH AV,Oakland,CA,"2700 25TH AV
Oakland, CA
(37.792521, -122.223881)"
ASSAULT,11/24/2017 09:45:00 AM,17-061327,BATTERY,33X,8700 A ST,Oakland,CA,"8700 A ST
Oakland, CA
(37.750967, -122.177817)"
THEFT/LARCENY,12/21/2017 08:00:00 PM,18-900069,BURGLARY-AUTO,09X,4300 HOWE ST,Oakland,CA,"4300 HOWE ST
Oakland, CA
(37.829622, -122.249795)"
THEFT/LARCENY,12/12/2017 04:00:00 PM,17-919689,THEFT,22X,3600 DIMOND AVE,Oakland,CA,"3600 DIMOND AVE
Oakland, CA
(37.802441, -122.216574)"
ASSAULT,11/17/2017 03:45:00 PM,17-060214,BATTERY W/SERIOUS BODILY INJURY,30X,7300 INTERNATIONAL BLVD,Oakland,CA,"7300 INTERNATIONAL BLVD
Oakland, CA
(37.759176, -122.18689)"
ASSAULT,12/08/2017 04:47:00 PM,17-063960,BATTERY,20X,3100 INTERNATIONAL BLVD,Oakland,CA,"3100 INTERNATIONAL BLVD
Oakland, CA
(37.777892, -122.226441)"
THEFT/LARCENY,12/13/2017 10:28:00 AM,17-919663,BURGLARY-AUTO,31Y,400 HEGENBERGER,Oakland,CA,"400 HEGENBERGER
Oakland, CA
(37.735772, -122.197083)"
VANDALISM,12/21/2017 06:00:00 PM,18-900062,VANDALISM,,WEBSTER ST,Oakland,CA,"WEBSTER ST
Oakland, CA
"
THEFT/LARCENY,11/29/2017 12:45:00 PM,17-918837,THEFT,03X,200 9TH ST,Oakland,CA,"200 9TH ST
Oakland, CA
(37.798509, -122.267303)"
VANDALISM,12/20/2017 07:45:00 AM,18-900005,VANDALISM,18X,1900 E 19TH ST,Oakland,CA,"1900 E 19TH ST
Oakland, CA
(37.789834, -122.237888)"
THEFT/LARCENY,12/21/2017 09:15:00 AM,18-900073,GRAND THEFT,03Y,1300 CLAY ST,Oakland,CA,"1300 CLAY ST
Oakland, CA
(37.804826, -122.273898)"
ASSAULT,11/25/2017 09:58:00 AM,17-061494,BATTERY,29X,2800 55TH AV,Oakland,CA,"2800 55TH AV
Oakland, CA
(37.775383, -122.191873)"
